line_item_narative,Line_item_target,aug_flag
S....s...india going to draw the series after many years in south african soil..,ham,default
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",ham,default
Can't take any major roles in community outreach. You rock mel,ham,default
Shopping lor. Them raining mah hard 2 leave orchard.,ham,default
See the forwarding message for proof,ham,default
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,ham,default
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",ham,default
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,spam,default
Ambrith..madurai..met u in arun dha marrge..remembr?,ham,default
Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,ham,default
Ya it came a while ago,ham,default
From tomorrow onwards eve 6 to 3 work.,ham,default
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,default
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,ham,default
U having lunch alone? I now so bored...,ham,default
"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! ",ham,default
"Nah man, my car is meant to be crammed full of people",ham,default
No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,default
Kallis is ready for bat in 2nd innings,ham,default
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",ham,default
"I noe la... U wana pei bf oso rite... K lor, other days den...",ham,default
IM GONNA MISS U SO MUCH,ham,default
Is avatar supposed to have subtoitles,ham,default
Simply sitting and watching match in office..,ham,default
You can jot down things you want to remember later.,ham,default
Hey are we going for the lo lesson or gym? ,ham,default
"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",ham,default
"Me not waking up until 4 in the afternoon, sup",ham,default
I can send you a pic if you like :),ham,default
Okay... I booked all already... Including the one at bugis.,ham,default
"Aight fuck it, I'll get it later",ham,default
So dont use hook up any how,ham,default
Hi where you. You in home or calicut?,ham,default
Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx,ham,default
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,default
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",ham,default
Y so late but i need to go n get da laptop...,ham,default
"Sir, I am waiting for your mail.",ham,default
.Please charge my mobile when you get up in morning.,ham,default
"Nothing, i got msg frm tht unknown no..",ham,default
Ugh fuck it I'm resubbing to eve,ham,default
I did. One slice and one breadstick. Lol,ham,default
"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ...",ham,default
Is there any training tomorrow?,ham,default
"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",spam,default
Cos daddy arranging time c wat time fetch Ì_ mah...,ham,default
Then. You are eldest know.,ham,default
Who's there say hi to our drugdealer,ham,default
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",spam,default
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,spam,default
That is wondarfull song,ham,default
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam,default
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,ham,default
Must come later.. I normally bathe him in da afternoon mah..,ham,default
"Trust me. Even if isn't there, its there.",ham,default
Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,default
I can take you at like noon,ham,default
I'm done oredi...,ham,default
"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",ham,default
How are you. Wish you a great semester,ham,default
Moji i love you more than words. Have a rich day,ham,default
Dude how do you like the buff wind.,ham,default
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam,default
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham,default
S:-)kallis wont play in first two odi:-),ham,default
"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",spam,default
I'm done...,ham,default
Are you the cutest girl in the world or what,ham,default
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",ham,default
Oh Howda gud gud.. Mathe en samachara chikku:-),ham,default
Its a site to simulate the test. It just gives you very tough questions to test your readiness.,ham,default
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham,default
I fetch yun or u fetch?,ham,default
Thank you. I like you as well...,ham,default
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham,default
Do we have any spare power supplies,ham,default
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,default
"Yeah, don't go to bed, I'll be back before midnight",ham,default
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",spam,default
Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham,default
"It's that time of the week again, ryan",ham,default
Wish u many many returns of the day.. Happy birthday vikky..,ham,default
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,default
I hope you know I'm still mad at you.,ham,default
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham,default
Do you know when the result.,ham,default
You do got a shitload of diamonds though,ham,default
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,default
Well I'm going to be an aunty!,ham,default
Mine here like all fr china then so noisy.,ham,default
Later i guess. I needa do mcat study too.,ham,default
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham,default
"Carlos took a while (again), we leave in a minute",ham,default
Well done and ! luv ya all ,ham,default
Then why you came to hostel.,ham,default
But i juz remembered i gotta bathe my dog today..,ham,default
Alright took the morphine. Back in yo.,ham,default
You see the requirements please,ham,default
You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,ham,default
So can collect ur laptop?,ham,default
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham,default
I will once i get home,ham,default
"The table's occupied, I'm waiting by the tree",ham,default
I surely dont forgot to come:)i will always be in touch in with you:-),ham,default
Hi kindly give us back our documents which we submitted for loan from STAPATI,ham,default
I dont have i shall buy one dear,ham,default
What year. And how many miles.,ham,default
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,ham,default
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,default
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham,default
Is she replying. Has boye changed his phone number,ham,default
"Nothing really, just making sure everybody's up to speed",ham,default
I'm not coming home 4 dinner.,ham,default
"Thank you. And by the way, I just lost.",ham,default
Yes.he have good crickiting mind,ham,default
Thx. All will be well in a few months,ham,default
I wont. So wat's wit the guys,ham,default
Yavnt tried yet and never played original either,ham,default
"Hiya, had a good day? Have you spoken to since the weekend?",ham,default
See? I thought it all through,ham,default
Oh k :)why you got job then whats up?,ham,default
Ok.,ham,default
PS U no ur a grown up now right?,ham,default
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,default
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham,default
Oh god. I'm gonna Google nearby cliffs now.,ham,default
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ham,default
Thankyou so much for the call. I appreciate your care.,ham,default
I called but no one pick up e phone. I ask both of them already they said ok.,ham,default
