Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud
ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0,train,"yep, great loxahatchee xmas tree burning &lt;#&gt; starts hour",9,"[('great loxahatchee xmas', 0.01655915082773619), ('xmas tree burning', 0.016559150827736194), ('starts hour', 0.02570861714399338), ('loxahatchee xmas tree', 0.03339840940482845), ('yep', 0.04491197687864554), ('great loxahatchee', 0.04940384002065631), ('tree burning', 0.04940384002065631), ('loxahatchee xmas', 0.09700399286574239), ('xmas tree', 0.09700399286574239), ('great', 0.15831692877998726), ('burning', 0.15831692877998726), ('starts', 0.15831692877998726), ('hour', 0.15831692877998726), ('loxahatchee', 0.29736558256021506), ('xmas', 0.29736558256021506), ('tree', 0.29736558256021506)]","['loxahatchee', 'xmas', 'tree']","loxahatchee,xmas,tree"
ham,"Haha get used to driving to usf man, I know a lot of stoners",0,train,"haha get used driving usf man, know lot stoners",9,"[('driving usf man', 0.016559150827736194), ('usf man', 0.04940384002065631), ('lot stoners', 0.04940384002065631), ('driving usf', 0.09700399286574239), ('haha', 0.15831692877998726), ('man', 0.15831692877998726), ('stoners', 0.15831692877998726), ('driving', 0.29736558256021506), ('usf', 0.29736558256021506), ('lot', 0.29736558256021506)]","['driving', 'usf', 'lot']","driving,usf,lot"
ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0,train,well slightly disastrous class pm fav darlings! hope day ok. coffee wld good can't stay late tomorrow. time + place always?,21,"[('slightly disastrous class', 0.08808276750475585), ('fav darlings', 0.0934346755383478), ('slightly disastrous', 0.17756077014849755), ('disastrous class', 0.17756077014849755), ('class pm fav', 0.17756077014849755), ('darlings', 0.2200560909321288), ('time', 0.26303348124903125), ('slightly', 0.38831292435681075), ('disastrous', 0.38831292435681075), ('class', 0.38831292435681075), ('fav', 0.38831292435681075), ('hope', 0.4949246952252326), ('tomorrow', 0.4949246952252326), ('hope day', 0.5162806230574593), ('late tomorrow', 0.5162806230574593), ('place', 0.5880798524606783), ('day', 0.68796622281612), ('coffee', 0.68796622281612), ('wld', 0.68796622281612), ('good', 0.68796622281612)]","['darlings', 'time', 'slightly', 'disastrous', 'class', 'fav', 'hope', 'tomorrow', 'hope day', 'late tomorrow', 'place', 'day', 'coffee', 'wld', 'good']","darlings,time,slightly,disastrous,class,fav,hope,tomorrow,hope day,late tomorrow,place,day,coffee,wld,good"
ham,Hello! Good week? Fancy a drink or something later?,0,train,hello! good week? fancy drink something later?,7,"[('good week', 0.32441639786848336), ('good', 0.4949246952252326), ('week', 0.4949246952252326), ('fancy', 0.5880798524606783), ('drink', 0.7625957055371981), ('fancy drink', 0.8131286944405928)]","['good week', 'good', 'week', 'fancy', 'drink', 'fancy drink']","good week,good,week,fancy,drink,fancy drink"
ham,Headin towards busetop,0,train,headin towards busetop,3,"[('headin towards busetop', 0.02570861714399338), ('headin', 0.15831692877998726), ('busetop', 0.15831692877998726)]",[],
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0,test,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u lot thats everything missing sent via fullonsms.com,18,"[('number missing', 0.020997817578372175), ('date missing', 0.020997817578372175), ('text missing', 0.026848694475543715), ('missing', 0.03837138526205374), ('message', 0.06722231950060742), ('sender', 0.06722231950060742), ('number', 0.08932861821242927), ('date', 0.08932861821242927), ('fullonsms.com', 0.08932861821242927), ('text', 0.11356852598203096), ('lot', 0.11356852598203096), ('missing u lot', 0.11829278106519439)]",[],
ham,Come by our room at some point so we can iron out the plan for this weekend,0,train,come room point iron plan weekend,6,"[('iron plan weekend', 0.016559150827736194), ('room point iron', 0.03339840940482845), ('point iron plan', 0.03339840940482845), ('plan weekend', 0.04940384002065631), ('room point', 0.09700399286574239), ('point iron', 0.09700399286574239), ('iron plan', 0.09700399286574239), ('weekend', 0.15831692877998726), ('room', 0.29736558256021506), ('point', 0.29736558256021506), ('iron', 0.29736558256021506), ('plan', 0.29736558256021506)]","['room', 'point', 'iron', 'plan']","room,point,iron,plan"
ham,Cos i want it to be your thing,0,train,cos want thing,3,"[('cos want thing', 0.02570861714399338), ('cos', 0.15831692877998726), ('thing', 0.15831692877998726)]",[],
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",0,train,"okies... i'll go yan jiu too... skip ard oso, go cine den go mrt one, blah blah blah...",18,"[('okies', 0.09568045026443413), ('blah blah', 0.15599339443256427), ('blah', 0.16254818194282442), ('blah blah blah', 0.2236334277093788), ('skip ard oso', 0.3068203799446538), ('yan jiu', 0.342563285477992), ('skip ard', 0.4115884269938607), ('ard oso', 0.4115884269938607), ('skip', 0.4876445458284732), ('oso', 0.4876445458284732), ('yan', 0.5051298395313168), ('jiu', 0.5051298395313168), ('cine den', 0.5564747616552737), ('den go mrt', 0.5564747616552737), ('ard', 0.5979318596545732), ('cine', 0.5979318596545732), ('den', 0.5979318596545732), ('mrt', 0.5979318596545732)]","['blah blah blah', 'skip ard oso', 'yan jiu', 'skip ard', 'ard oso', 'skip', 'oso', 'yan', 'jiu', 'cine den', 'den go mrt', 'ard', 'cine', 'den', 'mrt']","blah blah blah,skip ard oso,yan jiu,skip ard,ard oso,skip,oso,yan,jiu,cine den,den go mrt,ard,cine,den,mrt"
ham,Bring home some Wendy =D,0,train,bring home wendy =d,4,"[('bring home wendy', 0.008321268142839145), ('bring home', 0.04940384002065631), ('home wendy', 0.04940384002065631), ('bring', 0.15831692877998726), ('wendy', 0.15831692877998726), ('home', 0.29736558256021506)]",['home'],home
spam,100 dating service cal;l 09064012103 box334sk38ch,1,train,100 dating service cal;l 09064012103 box334sk38ch,6,"[('dating service cal', 0.008321268142839145), ('dating service', 0.04940384002065631), ('service cal', 0.04940384002065631), ('dating', 0.15831692877998726), ('cal', 0.15831692877998726), ('service', 0.29736558256021506)]",['service'],service
ham,Whatsup there. Dont u want to sleep,0,test,whatsup there. dont u want sleep,6,"[('whatsup', 0.2005079697193566), ('dont', 0.46553351027698087), ('sleep', 0.46553351027698087)]","['whatsup', 'dont', 'sleep']","whatsup,dont,sleep"
ham,Alright i have a new goal now,0,train,alright new goal,3,"[('alright new goal', 0.02570861714399338), ('alright', 0.15831692877998726), ('goal', 0.15831692877998726)]",[],
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,test,free entry å£250 weekly competition text word win 80086 now. 18 t&c www.txttowin.co.uk,13,"[('weekly competition text', 0.03356262313410168), ('text word win', 0.03356262313410168), ('competition text word', 0.06672462416318604), ('free entry', 0.07796891081290885), ('weekly competition', 0.07796891081290885), ('word win', 0.07796891081290885), ('competition text', 0.1495930091794576), ('text word', 0.1495930091794576), ('free', 0.2005079697193566), ('weekly', 0.2005079697193566), ('win', 0.2005079697193566), ('entry', 0.36073110501666333), ('competition', 0.36073110501666333), ('text', 0.36073110501666333), ('word', 0.36073110501666333)]","['free', 'weekly', 'win', 'entry', 'competition', 'text', 'word']","free,weekly,win,entry,competition,text,word"
ham,"Alright, I'll head out in a few minutes, text me where to meet you",0,test,"alright, i'll head minutes, text meet",6,"[('text meet', 0.02570861714399338), ('alright', 0.04491197687864554), ('head minutes', 0.04940384002065631), ('minutes', 0.15831692877998726), ('text', 0.15831692877998726), ('meet', 0.15831692877998726), ('head', 0.29736558256021506)]",['head'],head
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,1,train,send logo 2 ur lover - 2 names joined heart. txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo! pobox36504w45wq txtno 4 ads 150p,27,"[('send logo', 0.026024163896581142), ('joined heart', 0.041798874333752976), ('send', 0.1592610586324978), ('logo', 0.1592610586324978), ('lover', 0.1592610586324978), ('heart', 0.1592610586324978), ('yahoo', 0.2262463550049216), ('joined', 0.2519249053615113), ('love adam eve', 0.27206927632426653), ('adam eve', 0.2721426961874277), ('txtno', 0.29874233983348836), ('ads', 0.29874233983348836), ('love', 0.3036557721913564), ('txt love', 0.31752013096819887), ('txt', 0.3968281465973205), ('mobno', 0.3968281465973205), ('eve', 0.3968281465973205), ('love adam', 0.4867531816369281), ('adam', 0.5390864124626342), ('mobno eg love', 0.564335095800089)]","['yahoo', 'joined', 'love adam eve', 'adam eve', 'txtno', 'ads', 'love', 'txt love', 'txt', 'mobno', 'eve', 'love adam', 'adam', 'mobno eg love']","yahoo,joined,love adam eve,adam eve,txtno,ads,love,txt love,txt,mobno,eve,love adam,adam,mobno eg love"
ham,Yes:)from last week itself i'm taking live call.,0,test,yes:)from last week i'm taking live call.,7,"[('taking live call', 0.016559150827736194), ('live call', 0.04940384002065631), ('week i taking', 0.09700399286574239), ('taking live', 0.09700399286574239), ('call', 0.15831692877998726), ('week', 0.29736558256021506), ('taking', 0.29736558256021506), ('live', 0.29736558256021506)]","['week', 'taking', 'live']","week,taking,live"
spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,1,test,someone contacted dating service entered phone fancy you! find call landline 09111032124 . pobox12n146tf150p,14,"[('contacted dating service', 0.06672462416318604), ('dating service entered', 0.06672462416318604), ('service entered phone', 0.06672462416318604), ('entered phone fancy', 0.06672462416318604), ('contacted dating', 0.1495930091794576), ('dating service', 0.1495930091794576), ('service entered', 0.1495930091794576), ('entered phone', 0.1495930091794576), ('phone fancy', 0.1495930091794576), ('find call landline', 0.31623118328058825), ('contacted', 0.36073110501666333), ('dating', 0.36073110501666333), ('service', 0.36073110501666333), ('entered', 0.36073110501666333), ('phone', 0.36073110501666333), ('fancy', 0.36073110501666333), ('find call', 0.4456055016437946), ('call landline', 0.4456055016437946), ('find', 0.46553351027698087), ('landline', 0.46553351027698087)]","['find call landline', 'contacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'find call', 'call landline', 'find', 'landline']","find call landline,contacted,dating,service,entered,phone,fancy,find call,call landline,find,landline"
ham,Siva is in hostel aha:-.,0,test,siva hostel aha:-.,3,"[('siva hostel aha', 0.008321268142839145), ('siva hostel', 0.04940384002065631), ('hostel aha', 0.04940384002065631), ('siva', 0.15831692877998726), ('aha', 0.15831692877998726), ('hostel', 0.29736558256021506)]",['hostel'],hostel
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,1,test,urgent! mobile number awarded å£2000 prize guaranteed. call 09058094455 land line. claim 3030. valid 12hrs,15,"[('urgent', 0.0726772423782132), ('call', 0.28396041294839813), ('claim', 0.32705176562700716), ('valid', 0.3568200533666425), ('prize guaranteed', 0.37306711088575134), ('mobile', 0.5212518383364516), ('prize', 0.5212518383364516), ('guaranteed', 0.5212518383364516), ('mobile number', 0.5876889435915774), ('land line', 0.6030568194590986), ('land', 0.6133447588150343), ('line', 0.6133447588150343), ('number', 0.710124506004048), ('awarded', 0.710124506004048), ('mobile number awarded', 0.9350078603711882), ('number awarded', 1.0172548476589933)]","['call', 'claim', 'valid', 'prize guaranteed', 'mobile', 'prize', 'guaranteed', 'mobile number', 'land line', 'land', 'line', 'number', 'awarded', 'mobile number awarded', 'number awarded']","call,claim,valid,prize guaranteed,mobile,prize,guaranteed,mobile number,land line,land,line,number,awarded,mobile number awarded,number awarded"
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0,train,send ur friends receive something ur voice..... speaking expression? 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful attitude 6.romantic 7.shy 8.attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. reply me..,25,"[('send ur friends', 0.03465229800090378), ('friends receive', 0.0565406034156422), ('send', 0.1447773057422032), ('voice', 0.1447773057422032), ('speaking expression', 0.1588666998905099), ('friends', 0.23133275159292982), ('receive', 0.23133275159292982), ('attitude', 0.27573389687933125), ('irritating', 0.27573389687933125), ('lovable', 0.27573389687933125), ('speaking', 0.3702539456099092), ('expression', 0.3702539456099092), ('reply', 0.5121371841744414)]","['friends', 'receive', 'attitude', 'irritating', 'lovable', 'speaking', 'expression', 'reply']","friends,receive,attitude,irritating,lovable,speaking,expression,reply"
ham,Ok. She'll be ok. I guess,0,train,ok. she'll ok. guess,4,"[('guess', 0.09568045026443411)]",[],
ham,aathi..where are you dear..,0,train,aathi..where dear..,2,"[('aathi.', 0.04491197687864554), ('dear.', 0.15831692877998726)]",[],
ham,Any pain on urination any thing else?,0,train,pain urination thing else?,4,"[('pain urination thing', 0.01655915082773619), ('pain urination', 0.04940384002065631), ('urination thing', 0.09700399286574239), ('pain', 0.15831692877998726), ('urination', 0.29736558256021506), ('thing', 0.29736558256021506)]","['urination', 'thing']","urination,thing"
